name1,name2,street1,street2,city,state,zip,category,countyName,source,xcoord,ycoord
Symetria Recovery,Hurst,1813 Harwood Court,,Hurst,TX,76054,methadone,Tarrant,SAMHSA,-97.180423,32.847676
Family Guidance Centers Inc,,727 Broadway Street,,Quincy,IL,62301,methadone,Adams,SAMHSA,-91.4035977,39.9358384
Dallas County Treatment Center,Metro Treatment of Texas LP,123 East Colorado Boulevard,,Dallas,TX,75203,methadone,Dallas,SAMHSA,-96.8220289,32.7589946
New Season St Charles Trt Center,,2027 Campus Drive,,Saint Charles,MO,63301,methadone,St. Charles,SAMHSA,-90.5373089,38.7893261
Haltom City Treatment Services LLC,,3529 Denton Highway,Suite D,Haltom City,TX,76117,methadone,Tarrant,SAMHSA,-97.2649065,32.8154057
Lifes Second Chance Treatment Center,,2615 South Lancaster Road,,Dallas,TX,75216,methadone,Dallas,SAMHSA,-96.8051206,32.7158781
Department of Veteran Affairs Hospital,,4500 South Lancaster Road,,Dallas,TX,75216,methadone,Dallas,SAMHSA,-96.7915235,32.693296
CDHS Inc,,214 Billings Street,Suite 240,Arlington,TX,76010,methadone,Tarrant,SAMHSA,-97.057243,32.734774
North Texas Addiction Counseling and,Education Inc,3539 NW Jim Wright Freeway,,Fort Worth,TX,76106,methadone,Tarrant,SAMHSA,-97.4084109,32.8147394
Crossroads Recovery Center,,5552 South Hampton Road,,Dallas,TX,75232,methadone,Dallas,SAMHSA,-96.8563863,32.6792683
Texas Treatment Services LLC,DBA Brentwood Treatment Services,4801 Brentwood Stair Road,Suite 404,Fort Worth,TX,76103,methadone,Tarrant,SAMHSA,-97.2510208,32.758682
North Texas Addiction Counseling Inc,Supportive Outpatient/Methadone,124 West Pioneer Parkway,Suite 120,Arlington,TX,76010,methadone,Tarrant,SAMHSA,-97.1095681,32.7075487
Texas Treatment Services LLC,DBA Hemphill Treatment Services,700 Hemphill Street,Suite A,Fort Worth,TX,76104,methadone,Tarrant,SAMHSA,-97.3321202,32.7369383
Center for Life Solutions,,9144 Pershall Road,,Hazelwood,MO,63042,methadone,St. Louis,SAMHSA,-90.358507,38.7756649
Crossroads Treatment Center of,Fort Worth PLLC,6733 Camp Bowie Boulevard,,Fort Worth,TX,76116,methadone,Tarrant,SAMHSA,-97.4326413,32.720356
LAAM and Methadone Program (LAMP),VA North Texas Healthcare System,2201 SE Loop 820,,Fort Worth,TX,76119,methadone,Tarrant,SAMHSA,-97.299563,32.6699924
Saint Louis Veterans Affairs Med Ctr,,915 North Grand Street,,Saint Louis,MO,63106,methadone,St. Louis,SAMHSA,-90.2305333,38.6422359
MedMark Treatment Centers,,5201 McCart Street,Suite H,Fort Worth,TX,76115,methadone,Tarrant,SAMHSA,-97.3549158,32.6692878
Westend Clinic Inc,,5736 West Florissant Avenue,,Saint Louis,MO,63120,methadone,St. Louis,SAMHSA,-90.24668,38.703218
Symetria Recovery,Fort Worth,7229 Hawkins Drive,,Fort Worth,TX,76132,methadone,Tarrant,SAMHSA,-97.4184906,32.6640176
North Texas Addiction Counseling and,Education Inc,1506 Mineral Wells Highway,,Weatherford,TX,76086,methadone,Parker,SAMHSA,-97.8231557,32.7604461
UCS Healthcare,Knoxville Office,813 North Lincoln Street,Suite 9,Knoxville,IA,50138,methadone,Marion,SAMHSA,-93.1094608,41.3250653
Centerstone of Illinois,Alton Office,2615 Edwards Street,,Alton,IL,62002,methadone,Madison,SAMHSA,-90.1476974,38.9008808
UCS Healthcare,,4908 Franklin Avenue,,Des Moines,IA,50310,methadone,Polk,SAMHSA,-93.6855403,41.6107795
Center for Behavioral Health Iowa Inc,,1200 University Street,Suite 106,Des Moines,IA,50314,methadone,Polk,SAMHSA,-93.633034,41.599991
Add Life Recovery Center LLC,,1909 Rickety Lane,,Tyler,TX,75703,methadone,Smith,SAMHSA,-95.2778619,32.3058329
Methadone Clinic of East Texas,Waskom,670 Spur 156,,Waskom,TX,75692,methadone,Harrison,SAMHSA,-94.0533605,32.470892
Southern Illinois Treatment Center,,304 Wesley Drive,Suites 302-306,Wood River,IL,62095,methadone,Madison,SAMHSA,-90.0599594,38.8803335
Center for Behavioral Health,Louisiana Inc,1303 Line Avenue,Suite 600,Shreveport,LA,71101,methadone,Caddo,SAMHSA,-93.745797,32.499668
UCS Healthcare,Ankeny Office,1555 SE Delaware Avenue,Suite M,Ankeny,IA,50021,methadone,Polk,SAMHSA,-93.5802411,41.7144496
Cape Girardeau Metro Treatment Ctr,Metro Treatment of Missouri LP,760 Southkings Highway,Suite F,Cape Girardeau,MO,63703,methadone,Cape Girardeau,SAMHSA,-89.5546827,37.2883685
VCPHCS XXI LLC,BHG Memphis North Treatment Center,2165 Spicer Cove,Suite 5,Memphis,TN,38134,methadone,Shelby,SAMHSA,-89.8909261,35.1837962
VCPHCS I LLC,BHG Memphis South,4539 Winchester Road,Suite 111,Memphis,TN,38118,methadone,Shelby,SAMHSA,-89.9125582,35.0507446
Alternative Opiate Treatment Program,,1401 East Rusk Street,,Jacksonville,TX,75766,methadone,Cherokee,SAMHSA,-95.2512849,31.9654908
Behavioral Health Group,,640 Highway 51 Bypass East,Suite M,Dyersburg,TN,38024,methadone,Dyer,SAMHSA,-89.376856,36.0558324
West Texas Counseling and,Rehabilitation Program of Amarillo,2300 Line Avenue,,Amarillo,TX,79106,methadone,Potter,SAMHSA,-101.8631325,35.2083552
Center for Behavioral Health Iowa Inc,,2520 Glenn Avenue,,Sioux City,IA,51106,methadone,Woodbury,SAMHSA,-96.373618,42.464743
MedMark Treatment Centers,Center,1110 Teneha Street,Suite 5,Center,TX,75935,methadone,Shelby,SAMHSA,-94.191437,31.8085028
Centerstone of Illinois,Bentley,202 South Bentley Street,,Marion,IL,62959,methadone,Williamson,SAMHSA,-88.9390126,37.7296125
Springfield Treatment Center,,1227 South 9th Street,,Springfield,IL,62703,methadone,Sangamon,SAMHSA,-89.6443425,39.788411
Center for Behavioral Health,Louisiana Inc,1910 Ruffin Drive,,Monroe,LA,71202,methadone,Ouachita,SAMHSA,-92.081662,32.486946
Family Guidance Centers Inc,,120 North 11th Street,,Springfield,IL,62703,methadone,Sangamon,SAMHSA,-89.6399113,39.8023171
Crossroads Turning Points Inc,,3501 South Main Street,,Lamar,CO,81052,methadone,Prowers,SAMHSA,-102.6157701,38.0540206
Behavioral Health Group,Paducah Treatment Center,2705 Olivet Church Road,,Paducah,KY,42001,methadone,McCracken,SAMHSA,-88.7013027,37.0702217
MedMark Treatment Centers,Waco,2210 Washington Avenue,,Waco,TX,76701,methadone,McLennan,SAMHSA,-97.1484475,31.5432631
WTCR Abilene Inc,,212 South Leggett Drive,,Abilene,TX,79605,methadone,Taylor,SAMHSA,-99.7708189,32.4495662
VCPHCS XIX LLC,BHG Jackson TN,58 Carriage House,,Jackson,TN,38305,methadone,Madison,SAMHSA,-88.8310272,35.6666777
Cedar Rapids Treatment Center,,5005 Bowling Street SW,Suite C,Cedar Rapids,IA,52404,methadone,Linn,SAMHSA,-91.6559168,41.9290251
MedMark Treatment Centers,Lufkin,216 North John Redditt Drive,,Lufkin,TX,75904,methadone,Angelina,SAMHSA,-94.7587766,31.3346062
Center for Alc and Drug Services Inc,Rock Island Adult Outpatient,4230 11th Street,,Rock Island,IL,61201,methadone,Rock Island,SAMHSA,-90.5844956,41.4692858
Human Service Center,Rochelle,3420 North Rochelle Lane,,Peoria,IL,61654,methadone,Peoria,SAMHSA,-89.643257,40.730206
Heritage Behavioral Health Center,,151 North Main Street,,Decatur,IL,62523,methadone,Macon,SAMHSA,-88.955901,39.841965
Rose Medical Association Inc/Peoria,,209 West Romeo,B Garrett Boulevard,Peoria,IL,61605,methadone,Peoria,SAMHSA,-89.59611,40.694079
Center for Behavioral Health Iowa Inc,,3811 North Harrison Street,Suite 400,Davenport,IA,52806,methadone,Scott,SAMHSA,-90.5770987,41.5589477
Peoria Treatment Center,,731 Sabrina Drive,Suite C,East Peoria,IL,61611,methadone,Tazewell,SAMHSA,-89.541609,40.645372
Starcare Specialty Health System,Opioid Treatment Program,1950 Aspen Avenue,,Lubbock,TX,79404,methadone,Lubbock,SAMHSA,-101.807554,33.573369
Lubbock Lighthouse,,1308 Avenue Q,Suite A,Lubbock,TX,79401,methadone,Lubbock,SAMHSA,-101.855621,33.583162
West Texas Counseling and,Rehabilitation Program of Temple,2610 Exchange Place,,Temple,TX,76504,methadone,Bell,SAMHSA,-97.3759491,31.0772508
Bloomington Normal Treatment Center,,303 Landmark Drive,Suite 2-B,Normal,IL,61761,methadone,McLean,SAMHSA,-88.9553385,40.5159191
Solutions of Savannah,,85 Harrison Street,,Savannah,TN,38372,methadone,Hardin,SAMHSA,-88.2293446,35.2257756
Choices of Louisiana Inc,,2116 North Bolton Avenue,,Alexandria,LA,71303,methadone,Rapides,SAMHSA,-92.475909,31.3229331
Symetria Recovery,College Station,1651 Rock Prairie Road,,College Station,TX,77845,methadone,Brazos,SAMHSA,-96.2898005,30.5833403
Evansville Comprehensive Trt Ctr,,1510 West Franklin Street,,Evansville,IN,47710,methadone,Vanderburgh,SAMHSA,-87.5862691,37.980056
Champaign Treatment Center LLC,,106 South Country Fair Drive,Suite C,Champaign,IL,61821,methadone,Champaign,SAMHSA,-88.281629,40.115506
ALTR of Jackson LLC,,500 East Woodrow Wilson Drive,Suite D,Jackson,MS,39216,methadone,Hinds,SAMHSA,-90.178155,32.327173
Western KY Medical LLC,,609 Hammond Plaza,,Hopkinsville,KY,42240,methadone,Christian,SAMHSA,-87.4764108,36.8330993
Jackson Comprehensive Trt Ctrs LLC,,1935 Lakeland Drive,Suite 900,Jackson,MS,39216,methadone,Hinds,SAMHSA,-90.1365919,32.3327766
Medication Assisted Recovery Services,DBA Community Medical Servs/Cedar Park,1101 Arrow Point Drive,Suite 214,Cedar Park,TX,78613,methadone,Williamson,SAMHSA,-97.8018516,30.5307877
Great Heights Family Medicine Ltd,,315 East McKinley Road,,Ottawa,IL,61350,methadone,LaSalle,SAMHSA,-88.8355221,41.3234197
Great Heights OTP,Ottawa,315 East McKinley Road,,Ottawa,IL,61350,methadone,LaSalle,SAMHSA,-88.8355221,41.3234197
West Texas Counseling and,Rehabilitation Program of San Angelo,601 South Irving Place,Suite 4,San Angelo,TX,76903,methadone,Tom Green,SAMHSA,-100.4363534,31.4552
Maintenance and Recovery Services Inc,DBA Comm Med Servs/Austin on Ferguson,305 Ferguson Drive,,Austin,TX,78753,methadone,Travis,SAMHSA,-97.6860773,30.3761785
Daviess Treatment Services,Pinnacle Treatment,3032 Highway 144,,Owensboro,KY,42303,methadone,Daviess,SAMHSA,-87.074234,37.7836489
BHG Shoals Treatment Center Inc,,3430 North Jackson Highway,,Sheffield,AL,35660,methadone,Colbert,SAMHSA,-87.6761045,34.7662769
Symetria Recovery,Spring,635 Rayford Road,,Spring,TX,77386,methadone,Montgomery,SAMHSA,-95.431801,30.1278002
Marion County Treatment Center,,1879 Military Street South,,Hamilton,AL,35570,methadone,Marion,SAMHSA,-87.989393,34.1167518
Counseling and Recovery Services,(CARS),28314 Calvert Road,,Tomball,TX,77377,methadone,Harris,SAMHSA,-95.6446244,30.0851789
Integral Care,Narcotic Treatment Program,1631 East 2nd Street,Building A,Austin,TX,78702,methadone,Travis,SAMHSA,-97.7276143,30.2586489
Aeschbach and Associates Inc,DBA Addictions and Psychotherapy Servs,2824 South Congress Avenue,,Austin,TX,78704,methadone,Travis,SAMHSA,-97.7582018,30.233828
Texas Treatment Services LLC,,4349 Crow Road,Suites A and B,Beaumont,TX,77706,methadone,Jefferson,SAMHSA,-94.1567015,30.121399
Maintenance and Recovery Services Inc,DBA Comm Med Servs/Austin on Wm Cannon,1110 West William Cannon Drive,Suite 303,Austin,TX,78745,methadone,Travis,SAMHSA,-97.7951199,30.1998035
Behavioral Health Group,,1202 South James Campbell Boulevard,Suite 7-A,Columbia,TN,38402,methadone,Maury,SAMHSA,-87.0629901,35.6022052
Toxicology Associates Inc,North Belt Clinic,530 North Sam Houston Parkway East,Suite 112,Houston,TX,77060,methadone,Harris,SAMHSA,-95.3907086,29.9378153
Crossroads Turning Points Inc,,509 East 13th Street,,Pueblo,CO,81001,methadone,Pueblo,SAMHSA,-104.600986,38.2794615
Colorado Treatment Services,,511 West 29th Street,,Pueblo,CO,81008,methadone,Pueblo,SAMHSA,-104.6144243,38.2985786
Symetria Recovery,Houston,17347 Village Green Drive,,Houston,TX,77040,methadone,Harris,SAMHSA,-95.5802304,29.8905983
VCPHCS VI LLC,BHG Lake Charles Treatment Center,2829 4th Avenue,Suite 200,Lake Charles,LA,70601,methadone,Calcasieu,SAMHSA,-93.1935231,30.2039649
VCPHCS IX LLC,BHG Nashville Treatment Center,2410 Charlotte Avenue,,Nashville,TN,37203,methadone,Davidson,SAMHSA,-86.811057,36.155472
Texas Treatment Centers Inc,,4800 West 34th Street,Suite B-3,Houston,TX,77092,methadone,Harris,SAMHSA,-95.4608624,29.8199717
Texas Clinic,Fulton,6311 Fulton Street,,Houston,TX,77022,methadone,Harris,SAMHSA,-95.3708506,29.8160723
Texas Clinic,Westview,9320 Westview Drive,Suite 10,Houston,TX,77055,methadone,Harris,SAMHSA,-95.5208599,29.7943196
Northshore Treatment Center,,176 Uvalde Road,,Houston,TX,77015,methadone,Harris,SAMHSA,-95.1827017,29.7988904
El Dorado Texas Community Services,Durham Drive Health Services,1213 Durham Drive,,Houston,TX,77007,methadone,Harris,SAMHSA,-95.4107637,29.7724605
Remedies Renewing Lives,,220 Easton Parkway,,Rockford,IL,61108,methadone,Winnebago,SAMHSA,-89.018781,42.269419
Duane Dean Behavioral Health Center,,700 East Court Street,,Kankakee,IL,60901,methadone,Kankakee,SAMHSA,-87.8566252,41.1192061
West Texas Counseling and,Rehabilitation Program of Midland,2401 West Wall Street,,Midland,TX,79701,methadone,Midland,SAMHSA,-102.1005299,31.9913819
Best Recovery Healthcare Inc,,509 9th Avenue,,Port Arthur,TX,77642,methadone,Jefferson,SAMHSA,-93.910097,29.900238
Simpson Treatment,Pinnacle Treatment,2714 Nashville Road,,Franklin,KY,42135,methadone,Simpson,SAMHSA,-86.5670569,36.6844033
Toxicology Associates Inc,,4405 Caroline Street,,Houston,TX,77004,methadone,Harris,SAMHSA,-95.38038,29.732107
Family Guidance Centers Inc,,2400 Glenwood Avenue,Suite 126,Joliet,IL,60435,methadone,Will,SAMHSA,-88.1417961,41.5286448
Symetria Recovery,Joliet,229 North Hammes Avenue,,Joliet,IL,60435,methadone,Will,SAMHSA,-88.1323797,41.5275952
Adult Rehabilitation Services Inc,,6624 Hornwood Street,,Houston,TX,77074,methadone,Harris,SAMHSA,-95.5000309,29.708941
Toxicology Associates Inc,,6910 Bellaire Boulevard,Suite 13,Houston,TX,77074,methadone,Harris,SAMHSA,-95.5053538,29.7052069
Rochester Metro Treatment Center,Metro Treatment of Minnesota LP,2360 North Broadway,,Rochester,MN,55906,methadone,Olmsted,SAMHSA,-92.456005,44.048085
Colorado Treatment Services LLC,,5360 North Academy Boulevard,Suite 290,Colorado Springs,CO,80918,methadone,El Paso,SAMHSA,-104.7819768,38.9054173
Best Recovery Healthcare Inc,,9211 South Main Street,,Houston,TX,77025,methadone,Harris,SAMHSA,-95.421686,29.685231
Family Guidance Centers Inc,,751 Aurora Avenue,,Aurora,IL,60505,methadone,Kane,SAMHSA,-88.305604,41.772825
Texas American Medical Consultants,,7428 Park Place Boulevard,,Houston,TX,77087,methadone,Harris,SAMHSA,-95.2941407,29.6846729
Pasadena Substance Abuse Clinic,,1645 Pasadena Boulevard,,Pasadena,TX,77502,methadone,Harris,SAMHSA,-95.1996681,29.6876513
Family Guidance Centers Inc,Branden House,333 Evergreen Street,,Manteno,IL,60950,methadone,Kankakee,SAMHSA,-87.8074296,41.2294518
Center for Behavioral Health Inc,,1990 Louisville Road,Suite 110,Bowling Green,KY,42101,methadone,Warren,SAMHSA,-86.4148787,37.0075481
Houston Treatment Center Inc,,1050 Edgebrook Drive,Suite 3,Houston,TX,77034,methadone,Harris,SAMHSA,-95.238472,29.643231
Meridian Treatment Center,Metro Treatment of Mississippi LP,2419 10th Street,,Meridian,MS,39301,methadone,Lauderdale,SAMHSA,-88.7034136,32.3667152
BAART Programs Breaux Bridge,,648 Latiolais Drive,,Breaux Bridge,LA,70517,methadone,St. Martin,SAMHSA,-91.902894,30.29505
Limestone Health,Bloomington,2100 Liberty Drive,,Bloomington,IN,47401,methadone,Monroe,SAMHSA,-86.5790925,39.1463048
Symetria Recovery,Warrenville,28373 Davis Parkway,Suite 500,Warrenville,IL,60555,methadone,DuPage,SAMHSA,-88.1764327,41.8003512
Beloit Comprehensive Treatment Center,,2240 Prairie Avenue,,Beloit,WI,53511,methadone,Rock,SAMHSA,-89.0130785,42.533778
Gundersen Lutheran Medical Ctr Inc,Behavioral Health Department,1910 South Avenue,,La Crosse,WI,54601,methadone,La Crosse,SAMHSA,-91.2471427,43.7946766
Stonybrook Center Inc,,1506 East Roosevelt Road,,Wheaton,IL,60187,methadone,DuPage,SAMHSA,-88.0855,41.858831
CAP of Downers Grove,,4954 South Main Street,,Downers Grove,IL,60515,methadone,DuPage,SAMHSA,-88.010875,41.79659
West Texas Counseling and,Rehabilitation Program of Odessa,515 North Golder Avenue,,Odessa,TX,79761,methadone,Ector,SAMHSA,-102.3765016,31.8454973
Walker Recovery Center Inc,,2195 North Airport Road,,Jasper,AL,35504,methadone,Walker,SAMHSA,-87.26671,33.8707775
AMS of Wisconsin LLC,,9532 East 16 Frontage Road,,Onalaska,WI,54650,methadone,La Crosse,SAMHSA,-91.172586,43.884002
University of Colorado Denver/ARTS,Potomac Street Center,1330 South Potomac Street,Suite 104-A,Aurora,CO,80012,methadone,Arapahoe,SAMHSA,-104.8304244,39.6930321
VCPHCS Xlla LLC,DBA BHG Centennial Treatment Center,7286 South Yosemite Street,Suite 125,Englewood,CO,80112,methadone,Arapahoe,SAMHSA,-104.884777,39.5849502
Elite Houses of Sober Living,Elite Treatment Center,395 West Lincoln Highway,,Chicago Heights,IL,60411,methadone,Cook,SAMHSA,-87.6576384,41.5062933
Radius Foundation Inc,,11952 South Harlem Avenue,Suite 100,Palos Heights,IL,60463,methadone,Cook,SAMHSA,-87.7972744,41.6737572
River City Rehabilitation Center Inc,New Braunfels,1149 South Academy Avenue,,New Braunfels,TX,78130,methadone,Comal,SAMHSA,-98.117677,29.692597
Symetria Recovery,Palos Heights,11925 South Harlem Avenue,,Palos Heights,IL,60463,methadone,Cook,SAMHSA,-87.7963882,41.6745493
Buena Vista Group LLC,,418 Dixie Highway,,Chicago Heights,IL,60411,methadone,Cook,SAMHSA,-87.6522956,41.5233233
Madison West Comprehensive Trt Ctr,,151 East Badger Road,Suite A,Madison,WI,53713,methadone,Dane,SAMHSA,-89.3830074,43.0379646
Addiction Services and Pharmacotherapy,,210 East Olin Avenue,,Madison,WI,53713,methadone,Dane,SAMHSA,-89.3801715,43.0525637
VCPHCS XII LLC,,5250 Leetsdale Drive,Suite 220,Denver,CO,80204,methadone,Denver,SAMHSA,-104.9263831,39.7071645
New Age Services Corporation,,386 North York Street,Suite 209,Elmhurst,IL,60126,methadone,DuPage,SAMHSA,-87.9404501,41.9096912
Family Guidance Centers Inc,,15400 Page Avenue,,Harvey,IL,60426,methadone,Cook,SAMHSA,-87.659927,41.609715
Limestone Health,Lafayette,4705 Meijer Court,,Lafayette,IN,47905,methadone,Tippecanoe,SAMHSA,-86.8177585,40.4155827
BayMark Health Servs of Colorado Inc,BAART Programs Brighton,5 South 1st Avenue,,Brighton,CO,80601,methadone,Adams,SAMHSA,-104.8227075,39.9866561
