name1,name2,street1,street2,city,state,zip,category,countyName,source,xcoord,ycoord
Practitioner,,122 Washington Avenue S,,Orting,WA,98360,buprenorphine,PIERCE,SAMHSA,-122.2033184,47.0974631
Practitioner,,6913 N Main Street,,Granger,IN,46530,buprenorphine,ST JOSEPH,SAMHSA,-86.1792823,41.7223813
Practitioner,,1153 East Street South,,Suffield,CT,6080,buprenorphine,HARTFORD,SAMHSA,-72.6285688,41.9477272
Practitioner,,NSMC,500 Lynnfield Street,Lynn,MA,1904,buprenorphine,ESSEX,SAMHSA,-70.9798493,42.5016004
Practitioner,,18 Union Street,,West Springfield,MA,1089,buprenorphine,HAMPDEN,SAMHSA,-72.6202219,42.1045754
Practitioner,,5656 E. Orange Blosson Lane,,Phoenix,AZ,85018,buprenorphine,MARICOPA,SAMHSA,-111.9605631,33.4807964
Practitioner,,605 Oak Street,,Big Rapids,MI,49307,buprenorphine,MECOSTA,SAMHSA,-85.4745026,43.6941461
Practitioner,,Walter B Jones Center,2577 W. 5th St.,Greenville,NC,27834,buprenorphine,PITT,SAMHSA,-77.4122507,35.6157006
Practitioner,,5500 S Sycamore Street,,Littleton,CO,80120,buprenorphine,ARAPAHOE,SAMHSA,-105.0147865,39.6165697
Practitioner,,2327 North Charles Street,,Baltimore,MD,21218,buprenorphine,BALTIMORE CITY,SAMHSA,-76.616631,39.3161366
Practitioner,,1 General Street,"Lamprey Building, 4th Floor",Lawrence,MA,1841,buprenorphine,ESSEX,SAMHSA,-71.1507002,42.7097587
Practitioner,,544 Solano Drive NE,,Albuquerque,NM,87108,buprenorphine,BERNALILLO,SAMHSA,-106.6017431,35.0872581
Practitioner,,47 Main St,,Whitefield,ME,4353,buprenorphine,KENNEBEC,SAMHSA,-69.6576544,44.550954
Practitioner,,20291 W 219th Street,,Spring Hill,KS,66083,buprenorphine,MIAMI,SAMHSA,-94.8203523,38.7312684
Practitioner,,609 north timberline rd,,Fort collins,CO,80524,buprenorphine,LARIMER,SAMHSA,-105.0295176,40.5950604
Practitioner,,300 Armory Place,,Baltimore,MD,21201,buprenorphine,BALTIMORE CITY,SAMHSA,-76.620498,39.300703
Practitioner,,Providence Sacred Heart Hospital,101 W 8th Avenue,Spokane,WA,99204,buprenorphine,SONOMA,SAMHSA,-122.7296742,38.47978
Practitioner,,9024 Sniktaw,,Fort Jones,CA,96032,buprenorphine,SISKIYOU,SAMHSA,-122.9751322,41.5998927
Practitioner,,2 Dean Dr Unit 1N Lower Level,,Tenafly,NJ,7670,buprenorphine,BERGEN,SAMHSA,-73.9656936,40.8480246
Practitioner,,22713 South Ellsworth Road,"Building A, Suite 101",Queen Creek,AZ,85142,buprenorphine,MARICOPA,SAMHSA,-111.6328004,33.2420649
Practitioner,,20611 Watertown Road,Suite E,Waukesha,WI,53186,buprenorphine,WAUKESHA,SAMHSA,-88.1700167,43.0378087
Practitioner,,331 NE Thornton Place,,Seattle,WA,98125,buprenorphine,KING,SAMHSA,-122.324752,47.7029438
Practitioner,,25891 PUEBLO CT,,MENIFEE,CA,92584,buprenorphine,RIVERSIDE,SAMHSA,-117.2079668,33.6804292
Practitioner,,2315 Stockton Boulevard,,sacramento,CA,95817,buprenorphine,SACRAMENTO,SAMHSA,-121.4546344,38.5549492
Practitioner,,1124 Sam Rittenburg Boulevard,#1,Charleston,SC,29407,buprenorphine,CHARLESTON,SAMHSA,-79.9931791,32.8205572
Practitioner,,1005 White Willow Way,,Morgantown,WV,26003,buprenorphine,MONONGALIA,SAMHSA,-79.9180155,39.6714103
Practitioner,,1126 Hartford Avenue,,Johnston,RI,2919,buprenorphine,PROVIDENCE,SAMHSA,-71.4860086,41.8220818
Practitioner,,101 Page St,Department of Emergency Medicine - St. Luke's Hospital,New Bedford,MA,2740,buprenorphine,BRISTOL,SAMHSA,-70.9382343,41.6264351
Practitioner,,One Boston Medical Center Place,Dowling 1 South Emergency Dept,BOSTON,MA,2118,buprenorphine,SUFFOLK,SAMHSA,-71.0735518,42.33489
Practitioner,,7307 S Yale Avenue,Ste 101,Tulsa,OK,74136,buprenorphine,TULSA,SAMHSA,-95.9215685,36.0574693
Practitioner,,701 N. West Avenue,,El Dorado,AR,71730,buprenorphine,UNION,SAMHSA,-92.6662674,33.20763
Practitioner,,1409 6th Avenue SE,Suite 5,Aberdeen,SD,57401,buprenorphine,BROWN,SAMHSA,-98.4666928,45.4596171
Practitioner,,5900 US Route 60,Suite B,Ashland,KY,41102,buprenorphine,BOYD,SAMHSA,-82.6871048,38.4369185
Practitioner,,1900 W Polk Street,,Chicago,IL,60612,buprenorphine,COOK,SAMHSA,-87.6743711,41.87175
Practitioner,,12600 Albrook Drive,,Denver,CO,80239,buprenorphine,DENVER,SAMHSA,-104.8439114,39.7812775
Practitioner,,"The Brighton Center, Inc.",2512 Harte Drive,Brighton,MI,48114,buprenorphine,LIVINGSTON,SAMHSA,-83.8067972,42.565408
Practitioner,,3300 Washtenaw Avenue,Suite 280,Ann Arbor,MI,48104,buprenorphine,WASHTENAW,SAMHSA,-83.6953658,42.2556471
Practitioner,,462 Grider Street,,Buffalo,NY,14215,buprenorphine,ERIE,SAMHSA,-78.8317819,42.9258562
Practitioner,,804 N Holtzclaw Avenue,,Chattanooga,TN,37406,buprenorphine,HAMILTON,SAMHSA,-85.2758849,35.0489967
Practitioner,,5901 E 7th Street,,Long Beach,CA,90822,buprenorphine,LOS ANGELES,SAMHSA,-118.1189428,33.777569
Practitioner,,1742 Oregon Street,,Redding,CA,96001,buprenorphine,SHASTA,SAMHSA,-122.3937775,40.5807253
Practitioner,,3015 S. Veterans Parkway,,Moultrie,GA,31788,buprenorphine,COLQUITT,SAMHSA,-83.7725925,31.1303008
Practitioner,,103 S Venture Dr,,Greenville,SC,29615,buprenorphine,GREENVILLE,SAMHSA,-82.3264097,34.8558617
Practitioner,,63 Main Street,,Brockton,MA,2301,buprenorphine,PLYMOUTH,SAMHSA,-71.0202031,42.0844836
Practitioner,,2413 Pacific Avenue SE,Suite B,Olympia,WA,98501,buprenorphine,THURSTON,SAMHSA,-122.8683793,47.0444065
Practitioner,,3769 SE Milwaukie Ave,,Portland,OR,97202,buprenorphine,MULTNOMAH,SAMHSA,-122.6535182,45.4953962
Practitioner,,85 East Concord St.,Floor 6 - Department of OB/GYN,Boston,MA,2118,buprenorphine,SUFFOLK,SAMHSA,-71.0721548,42.3350212
Practitioner,,1195 North Main Street,,Providence,RI,2904,buprenorphine,PROVIDENCE,SAMHSA,-71.401019,41.852801
Practitioner,,55 Fruit Street,,Boston,MA,2114,buprenorphine,SUFFOLK,SAMHSA,-71.0688334,42.3631542
Practitioner,,Communicare,2051 John Jones Road,Davis,CA,95616,buprenorphine,YOLO,SAMHSA,-121.7696976,38.5638706
Practitioner,,"4900 Barranca Parkway,",Suite 103,Irvine,CA,92604,buprenorphine,ORANGE,SAMHSA,-117.795697,33.675915
Practitioner,,UF Health Family Medicine - North,"15255 Max Leggett Parkway, Suite 6900",Jacksonville,FL,32218,buprenorphine,DUVAL,SAMHSA,-81.6334762,30.4840777
Practitioner,,6535 W Camelback Road,Suite 4,Glendale,AZ,85382,buprenorphine,MARICOPA,SAMHSA,-112.2010548,33.50900735
Practitioner,,ST Charles Emergency Department,2500 Neff Road,Bend,OR,97701,buprenorphine,DESCHUTES,SAMHSA,-121.2682898,44.0680907
Practitioner,,915 Sheridan Street,,Port Townsend,WA,98368,buprenorphine,JEFFERSON,SAMHSA,-122.7906752,48.1067473
Practitioner,,5224 Oleander Road,,Drexel Hill,PA,19026,buprenorphine,DELAWARE,SAMHSA,-75.32445,39.949867
Practitioner,,6116 E. Arbor Ave.,,Mesa,AZ,85206,buprenorphine,MARICOPA,SAMHSA,-111.6985447,33.4136104
Practitioner,,Lowell Community Health Center,161 Jackson Street,Lowell,MA,1852,buprenorphine,MIDDLESEX,SAMHSA,-71.311467,42.642182
Practitioner,,2930 Maple Street,,Everett,WA,98201,buprenorphine,SNOHOMISH,SAMHSA,-122.1914271,47.9779599
Practitioner,,5353 S Tibet Street,,Aurora,CO,80015,buprenorphine,ARAPAHOE,SAMHSA,-104.7285059,39.6189359
Practitioner,,4601 E FORT LOWELL RD STE 131,,TUCSON,AZ,85712,buprenorphine,PIMA,SAMHSA,-110.8943619,32.2618558
Practitioner,,3512 stellhorn,,Fort Wayne,IN,46815,buprenorphine,ALLEN,SAMHSA,-85.0966149,41.1191628
Practitioner,,626 N RAINBOW Boulevard,,LAS VEGAS,NV,89107,buprenorphine,CLARK,SAMHSA,-115.2413644,36.1799381
Practitioner,,377 W River Woods Parkway,Suite 201,Glendale,WI,53212,buprenorphine,MILWAUKEE,SAMHSA,-87.91050441,43.09797895
Practitioner,,424 Decatur Street,,Atlanta,GA,30312,buprenorphine,FULTON,SAMHSA,-84.3744528,33.7510319
Practitioner,,1223 South Washington Avenue,,Royal Oak,MI,48067,buprenorphine,OAKLAND,SAMHSA,-83.3613661,42.6388703
Practitioner,,188 Thomas Johnson Drive,Suite 102,Fredrick,MD,21702,buprenorphine,FREDERICK,SAMHSA,-77.4064746,39.4399528
Practitioner,,4880 Century Plaza Rd,Ste 200,Indianapolis,IN,46254,buprenorphine,MARION,SAMHSA,-86.2416512,39.8369922
Practitioner,,247 Broad Street,,Milford,CT,6460,buprenorphine,NEW HAVEN,SAMHSA,-73.0638168,41.2188807
Practitioner,,4755 HWY 31E,,Clarksville,IN,47129,buprenorphine,BARREN,SAMHSA,-85.8972024,37.0575765
Practitioner,,Hackley Community Care/ICC,376 East Apple Avenue,Muskegon,MI,49442,buprenorphine,MUSKEGON,SAMHSA,-86.2241953,43.2863849
Practitioner,,6317 4th Avenue,,Brooklyn,NY,11220,buprenorphine,KINGS,SAMHSA,-74.020325,40.638659
Practitioner,,3700 N. Briarwood Lane,Suite A,Muncie,IN,47304,buprenorphine,DELAWARE,SAMHSA,-85.42828,40.222626
Practitioner,,3972 Third Avenue,,Bronx,NY,10457,buprenorphine,BRONX,SAMHSA,-73.89895,40.840769
Practitioner,,One Cooper Plaza,,Camden,NJ,8103,buprenorphine,CAMDEN,SAMHSA,-75.1185985,39.9412735
Practitioner,,MGH Everett Family Care,19 Norwood St,Everett,MA,2149,buprenorphine,MIDDLESEX,SAMHSA,-71.0565911,42.4074626
Practitioner,,"Southern Indian Health Council, Inc.",4058 Willows Road,Alpine,CA,91901,buprenorphine,SAN DIEGO,SAMHSA,-116.7256265,32.8359551
Practitioner,,18600 Van Horn Road,,Woodhaven,MI,48183,buprenorphine,WAYNE,SAMHSA,-83.2183178,42.1270042
Practitioner,,387 Town Mountain Road,Suite 203,Pikeville,KY,41605,buprenorphine,PIKE,SAMHSA,-82.50327,37.489887
Practitioner,,64 Kirk Plaza,,Inez,KY,41224,buprenorphine,SPOKANE,SAMHSA,-86.90047928,41.71460608
Practitioner,,75 Francis Street,"Brigham and Women's Hospital, Department of Emergency Medicine",Boston,MA,2115,buprenorphine,SUFFOLK,SAMHSA,-71.1071689,42.3358918
Practitioner,,701 Madison Avenue,,Madison,WV,25130,buprenorphine,BOONE,SAMHSA,-81.8063838,38.0478383
Practitioner,,2925 Professional Place,Suite 101,Colorado Springs,CO,80904,buprenorphine,EL PASO,SAMHSA,-104.8545381,38.8743083
Practitioner,,1100 Central Avenue SE,Presbyterian Hospital,Albuquerque,NM,87106,buprenorphine,BERNALILLO,SAMHSA,-106.635553,35.081646
Practitioner,,Cornerstone Family Healthcare,140 Hammond Street,Port Jervis,NY,12771,buprenorphine,ORANGE,SAMHSA,-74.6857299,41.3698564
Practitioner,,23213 Pacific Highway South,,Kent,WA,98032,buprenorphine,KING,SAMHSA,-122.2965863,47.393546
Practitioner,,1900 Woodland Dr.,,Coos Bay,OR,97420,buprenorphine,COOS,SAMHSA,-124.2381039,43.3808754
Practitioner,,701 W 101st Place S,APT 238,JENKS,OK,74037,buprenorphine,TULSA,SAMHSA,-95.9797694,36.020251
Practitioner,,190 E Bannock Street,,Boise,ID,83712,buprenorphine,ADA,SAMHSA,-116.1923716,43.6127523
Practitioner,,"One Boston Medical Place, Department of Family Medicine",Dowling Building 5th Floor,Boston,MA,02118-2908,buprenorphine,SUFFOLK,SAMHSA,-71.0738143,42.3345039
Practitioner,,981 Rosedale Road,,Valley Stream,NY,11581,buprenorphine,NASSAU,SAMHSA,-73.7223867,40.65225
Practitioner,,701 N West Avenue,,El Dorado,AR,71730,buprenorphine,UNION,SAMHSA,-92.6649075,33.2185811
Practitioner,,4940 Eastern Avenue,,Baltimore,MD,21224,buprenorphine,BALTIMORE CITY,SAMHSA,-76.5471072,39.2901622
Practitioner,,12550 New Brittany Boulevard,Suite 201,Fort Myers,FL,33907,buprenorphine,ALACHUA,SAMHSA,-82.3171454,29.6612996
Practitioner,,1315 Santa Fe Street,Suite 201,Corpus Christi,TX,78404,buprenorphine,NUECES,SAMHSA,-97.3979646,27.7783363
Practitioner,,416 E Washington,,Jonesboro,AR,72401,buprenorphine,CRAIGHEAD,SAMHSA,-90.7018106,35.8386942
Practitioner,,DEPARTMENT OF VETERANS AFFAIRS,1826 VETERANS BLVD,DUBLIN,GA,31021,buprenorphine,LAURENS,SAMHSA,-82.9431819,32.5363977
Practitioner,,230 W 17th Street,The Institute for Family Health at 17th Street,New York,NY,10011,buprenorphine,NEW YORK,SAMHSA,-73.9720001,40.7925217
Practitioner,,85 E Main Street,Suite A,Norton,MA,2766,buprenorphine,BRISTOL,SAMHSA,-71.1769018,41.9717959
Practitioner,,232 Merrick Road,Express Medical Care,Lynbrook,NY,11563,buprenorphine,NASSAU,SAMHSA,-73.6677392,40.6576552
Practitioner,,1701 NW Hawthorne Avenue,,Grants Pass,OR,97526,buprenorphine,JOSEPHINE,SAMHSA,-123.3270045,42.4590825
Practitioner,,550 Peachtree Street NE,Medical Office Tower 8th Floor,Atlanta,GA,30308,buprenorphine,FULTON,SAMHSA,-84.386425,33.768557
Practitioner,,11219 Financial Centre Parkway,Suite 200,Little Rock,AR,72211,buprenorphine,PULASKI,SAMHSA,-92.4014847,34.7471337
Practitioner,,219 North Broad Street,First Floor,Philadelphia,PA,19107,buprenorphine,PHILADELPHIA,SAMHSA,-75.1622076,39.9568686
Practitioner,,1917 West Faidley Avenue,,Grand Island,NE,68803,buprenorphine,HALL,SAMHSA,-98.3608309,40.9238372
Practitioner,,851 East 6th Street,Suite B4,Beaumont,CA,92223,buprenorphine,RIVERSIDE,SAMHSA,-116.9706185,33.9287068
Practitioner,,3685 Braselton Highway,#100,DACULA,GA,300549,buprenorphine,GWINNETT,SAMHSA,-83.9021646,34.068777
Practitioner,,4226 Arcadia Avenue,,Sarasota,FL,34232,buprenorphine,SARASOTA,SAMHSA,-82.4595466,27.3275839
Practitioner,,603 Medical Parkway,,Enterprise,OR,97828,buprenorphine,WALLOWA,SAMHSA,-117.285785,45.4323895
Practitioner,,8201 Mish Ko Swen Drive,,Crandon,WI,54520,buprenorphine,FOREST,SAMHSA,-88.8507665,45.5712999
Practitioner,,17260 West 10 Mile Road,,Southfield,MI,48075,buprenorphine,OAKLAND,SAMHSA,-83.2155893,42.4737538
Practitioner,,513 5th Avenue West,,Grand Marais,MN,55604,buprenorphine,COOK,SAMHSA,-90.3401562,47.7561712
Practitioner,,110 Irving Street NW,,Washington,DC,20010,buprenorphine,DISTRICT OF COLUMBIA,SAMHSA,-77.0144985,38.9295004
Practitioner,,"765 Kenilworth Terrace, NE",,Washington,DC,20019,buprenorphine,DISTRICT OF COLUMBIA,SAMHSA,-76.9474721,38.900373
Practitioner,,3633 Veazey Street NW,,Washington,DC,20037,buprenorphine,DISTRICT OF COLUMBIA,SAMHSA,-77.0708145,38.9441875
Practitioner,,8555 16th Street #404,,Washington,DC,20910,buprenorphine,MONTGOMERY,SAMHSA,-77.0357066,38.9961477
Practitioner,,7225 Hanover Parkway,Suite A,Greenbelt,MD,20770,buprenorphine,PRINCE GEORGES,SAMHSA,-76.8768362,38.988817
Practitioner,,106 Irving Street NW,,Washington,DC,20010,buprenorphine,DISTRICT OF COLUMBIA,SAMHSA,-77.014524,38.9290521
Practitioner,,915 HALF Street SE,,Washington,DC,20003,buprenorphine,DISTRICT OF COLUMBIA,SAMHSA,-76.9963625,38.8851474
Practitioner,,Sewell Family Medicine,"908 South Park Street, Suite H",Carrollton,GA,30117,buprenorphine,CARROLL,SAMHSA,-85.0741973,33.5646367
Practitioner,,89 Breaker Lane,,Port Ludlow,WA,98365,buprenorphine,JEFFERSON,SAMHSA,-122.7029337,47.9196871
Practitioner,,651 West Mingus Avenue,,Cottonwood,AZ,86326,buprenorphine,YAVAPAI,SAMHSA,-112.0339904,34.7381187
Practitioner,,2116 N. Cedar Street,,Lumberton,NC,28358,buprenorphine,ROBESON,SAMHSA,-79.0010601,34.6525112
Practitioner,,945 Fifth Avenue,,New York,NY,10021,buprenorphine,NEW YORK,SAMHSA,-73.9648993,40.7747752
Practitioner,,Fairfield Behavioral Health Services,178 US Highway 321 By Pass N,Winnsboro,SC,29180,buprenorphine,FAIRFIELD,SAMHSA,-81.1006125,34.3755594
Practitioner,,107 Van Buren Drive,,Paramus,NJ,7652,buprenorphine,BERGEN,SAMHSA,-74.0899965,40.9319197
Practitioner,,2324 N Rolling Road,,Windsor mill,MD,21244,buprenorphine,BALTIMORE,SAMHSA,-76.7594387,39.3233383
Practitioner,,30381 Chieftain Drive,,Logan,OH,43138,buprenorphine,HOCKING,SAMHSA,-82.4562612,39.5576258
Practitioner,,2730 Elder Road NE,,LANCASTER,OH,43130,buprenorphine,FAIRFIELD,SAMHSA,-82.4895949,39.7596899
Practitioner,,9109 Liberty Road,,Randallstown,MD,21133,buprenorphine,BALTIMORE,SAMHSA,-76.8008653,39.3687337
Practitioner,,Department of Emergency Medicine,"800 Rose Street, Room M53",Lexington,KY,40536,buprenorphine,FAYETTE,SAMHSA,-84.5073963,38.0311683
Practitioner,,Callaway Center,1612 Callaway Drive,Alvin,TX,77511,buprenorphine,BRAZORIA,SAMHSA,-95.265712,29.409382
Practitioner,,1100 Ninth Ave,C8-GIM,Seattle,WA,98101,buprenorphine,KING,SAMHSA,-122.327887,47.6094923
Practitioner,,15 Fulton Avenue,,Poughkeepsie,NY,12603,buprenorphine,DUTCHESS,SAMHSA,-73.9083489,41.6933425
Practitioner,,72 English Lane,,Shelton,CT,6484,buprenorphine,FAIRFIELD,SAMHSA,-73.1156437,41.2974873
Practitioner,,169 Ashley Avenue,ROOM 202,CHARLESTON,SC,29425,buprenorphine,CHARLESTON,SAMHSA,-79.946823,32.784352
Practitioner,,Harbor Health Services,735 Attucks Lane,Hyannis,MA,2601,buprenorphine,BARNSTABLE,SAMHSA,-70.2977478,41.674721
Practitioner,,1028 Roosevelt Street NE,,Massillon,OH,44646,buprenorphine,STARK,SAMHSA,-81.5198477,40.8094295
Practitioner,,254 Virginia Street,,Buffalo,NY,14201,buprenorphine,ERIE,SAMHSA,-78.8820439,42.89509
Practitioner,,5175 East Main Street,,Columbus,OH,43213,buprenorphine,FRANKLIN,SAMHSA,-82.8589723,39.9545619
Practitioner,,2925 E Colfax Ave,,Denver,CO,80206,buprenorphine,DOUGLAS,SAMHSA,-104.95327,39.74018
Practitioner,,68 North High Street,"Building A, Suite 150",New Albany,OH,43054,buprenorphine,FRANKLIN,SAMHSA,-82.80881655,40.08085403
Practitioner,,751 S. Bascom Avenue,San Jose,CA,CA,95128,buprenorphine,SANTA CLARA,SAMHSA,-121.9342554,37.3134795
Practitioner,,123 Hendersonville Road,,Asheville,NC,28803,buprenorphine,BUNCOMBE,SAMHSA,-82.5434702,35.561501
Practitioner,,132 Mansfield Ave,,Willimantic,CT,6226,buprenorphine,WINDHAM,SAMHSA,-72.2244989,41.7173278
Practitioner,,2370 Corporate Circle Drive,Suite 300,Henderson,NV,89014,buprenorphine,CLARK,SAMHSA,-115.087182,36.025301
Practitioner,,Truesdale Medical Center,"6296 Rivers Ave, Suite 310",North Charleston,SC,29406,buprenorphine,CHARLESTON,SAMHSA,-80.0233191,32.9107104
Practitioner,,301 Camelot Drive,,Stroudsburg,PA,18360,buprenorphine,MONROE,SAMHSA,-75.2203528,40.9975285
Practitioner,,1050 George Street,Apt 5F,New Brunswick,NJ,8901,buprenorphine,MIDDLESEX,SAMHSA,-74.4629581,40.5067086
Practitioner,,732 Highway 36,,Frenchburg,KY,40371,buprenorphine,MENIFEE,SAMHSA,-83.61684,37.9588165
Practitioner,,1959 NE Pacific Street,Box 356421,Seattle,WA,98195,buprenorphine,KING,SAMHSA,-122.3084015,47.6499333
Practitioner,,1339 Lennox Avenue Northeast,,Massillon,OH,44646,buprenorphine,STARK,SAMHSA,-81.5054847,40.8192055
Practitioner,,Spirit Lake Health Center,"3883 74th Avenue, NE, PO Box 309",Fort Totten,ND,58335,buprenorphine,BENSON,SAMHSA,-98.9974307,47.9759084
Practitioner,,375 Wampanoag Trail,,East Providence,RI,2915,buprenorphine,PROVIDENCE,SAMHSA,-71.3497605,41.7945953
Practitioner,,516 E Nizhoni Boulevard,,Gallup,NM,87301,buprenorphine,MCKINLEY,SAMHSA,-108.7299942,35.5075844
Practitioner,,1100 Lake View Drive,,Wausau,WI,54403,buprenorphine,MARATHON,SAMHSA,-89.6335915,44.9315472
Practitioner,,1111 W. La Palma Avenue,,Anaheim,CA,92801,buprenorphine,ORANGE,SAMHSA,-117.9345264,33.8481751
Practitioner,,2020 Starr,,Toledo,OH,43605,buprenorphine,LUCAS,SAMHSA,-83.5021261,41.6434416
Practitioner,,2205 Greentree North,,Clarksville,IN,47129,buprenorphine,BARREN,SAMHSA,-85.7669048,38.3305035
Practitioner,,4135 S. Power Rd. Suite #113,,Mesa,AZ,85212,buprenorphine,MARICOPA,SAMHSA,-111.6862101,33.3406787
Practitioner,,116 Main Street NW,,Lenoir,NC,28645,buprenorphine,CALDWELL,SAMHSA,-81.5391907,35.9143187
Practitioner,,79-01 BROADWAY AVENUE,,ELMHURST,NY,11373,buprenorphine,QUEENS,SAMHSA,-73.8857803,40.7450725
Practitioner,,1959 NE Pacific Street,,Seattle,WA,98195,buprenorphine,KING,SAMHSA,-122.3082296,47.6498722
Practitioner,,1905 Blake Avenue,Suite 101,"Glenwood Springs,",CO,81601-4206,buprenorphine,GARFIELD,SAMHSA,-107.323257,39.5324826
Practitioner,,146-01 45th Avenue,Suite #410,Flushing,NY,11355,buprenorphine,QUEENS,SAMHSA,-73.8169105,40.7552013
Practitioner,,NaphCare at Henderson Detention Center,18 EAST BASIC ROAD,HENDERSON,NV,89015,buprenorphine,CLARK,SAMHSA,-114.9786895,36.0310541
